NACA 0009
 1.0000000     0.0009450
 0.9961046     0.0013539
 0.9890721     0.0020872
 0.9800896     0.0030147
 0.9696007     0.0040850
 0.9578717     0.0052659
 0.9450889     0.0065342
 0.9313938     0.0078717
 0.9168999     0.0092640
 0.9017011     0.0106989
 0.8858779     0.0121659
 0.8695003     0.0136563
 0.8526300     0.0151621
 0.8353227     0.0166765
 0.8176287     0.0181934
 0.7995939     0.0197071
 0.7812608     0.0212126
 0.7626688     0.0227051
 0.7438546     0.0241802
 0.7248526     0.0256339
 0.7056952     0.0270621
 0.6864130     0.0284610
 0.6670352     0.0298269
 0.6475894     0.0311562
 0.6281020     0.0324454
 0.6085983     0.0336909
 0.5891024     0.0348892
 0.5696377     0.0360370
 0.5502266     0.0371308
 0.5308906     0.0381671
 0.5116506     0.0391427
 0.4925269     0.0400543
 0.4735390     0.0408986
 0.4547058     0.0416725
 0.4360457     0.0423729
 0.4175768     0.0429969
 0.3993164     0.0435416
 0.3812816     0.0440044
 0.3634888     0.0443828
 0.3459542     0.0446745
 0.3286937     0.0448773
 0.3117227     0.0449894
 0.2950562     0.0450091
 0.2787091     0.0449350
 0.2626959     0.0447660
 0.2470306     0.0445012
 0.2317272     0.0441401
 0.2167995     0.0436824
 0.2022607     0.0431280
 0.1881240     0.0424773
 0.1744025     0.0417308
 0.1611087     0.0408894
 0.1482552     0.0399543
 0.1358543     0.0389268
 0.1239182     0.0378086
 0.1124586     0.0366015
 0.1014875     0.0353076
 0.0910164     0.0339292
 0.0810566     0.0324687
 0.0716195     0.0309285
 0.0627160     0.0293115
 0.0543573     0.0276201
 0.0465541     0.0258573
 0.0393170     0.0240257
 0.0326566     0.0221280
 0.0265833     0.0201668
 0.0211074     0.0181446
 0.0162390     0.0160637
 0.0119881     0.0139262
 0.0083648     0.0117341
 0.0053787     0.0094890
 0.0030397     0.0071923
 0.0013572     0.0048448
 0.0003409     0.0024473
 0.0000000     0.0000000
 0.0003409    -0.0024473
 0.0013572    -0.0048448
 0.0030397    -0.0071923
 0.0053787    -0.0094890
 0.0083648    -0.0117341
 0.0119881    -0.0139262
 0.0162390    -0.0160637
 0.0211074    -0.0181446
 0.0265833    -0.0201668
 0.0326566    -0.0221280
 0.0393170    -0.0240257
 0.0465541    -0.0258573
 0.0543573    -0.0276201
 0.0627160    -0.0293115
 0.0716195    -0.0309285
 0.0810566    -0.0324687
 0.0910164    -0.0339292
 0.1014875    -0.0353076
 0.1124586    -0.0366015
 0.1239182    -0.0378086
 0.1358543    -0.0389268
 0.1482552    -0.0399543
 0.1611087    -0.0408894
 0.1744025    -0.0417308
 0.1881240    -0.0424773
 0.2022607    -0.0431280
 0.2167995    -0.0436824
 0.2317272    -0.0441401
 0.2470306    -0.0445012
 0.2626959    -0.0447660
 0.2787091    -0.0449350
 0.2950562    -0.0450091
 0.3117227    -0.0449894
 0.3286937    -0.0448773
 0.3459542    -0.0446745
 0.3634888    -0.0443828
 0.3812816    -0.0440044
 0.3993164    -0.0435416
 0.4175768    -0.0429969
 0.4360457    -0.0423729
 0.4547058    -0.0416725
 0.4735390    -0.0408986
 0.4925269    -0.0400543
 0.5116506    -0.0391427
 0.5308906    -0.0381671
 0.5502266    -0.0371308
 0.5696377    -0.0360370
 0.5891024    -0.0348892
 0.6085983    -0.0336909
 0.6281020    -0.0324454
 0.6475894    -0.0311562
 0.6670352    -0.0298269
 0.6864130    -0.0284610
 0.7056952    -0.0270621
 0.7248526    -0.0256339
 0.7438546    -0.0241802
 0.7626688    -0.0227051
 0.7812608    -0.0212126
 0.7995939    -0.0197071
 0.8176287    -0.0181934
 0.8353227    -0.0166765
 0.8526300    -0.0151621
 0.8695003    -0.0136563
 0.8858779    -0.0121659
 0.9017011    -0.0106989
 0.9168999    -0.0092640
 0.9313938    -0.0078717
 0.9450889    -0.0065342
 0.9578717    -0.0052659
 0.9696007    -0.0040850
 0.9800896    -0.0030147
 0.9890721    -0.0020872
 0.9961046    -0.0013539
 1.0000000    -0.0009450
